2024-03-30 13:58:36,157: asyncio: INFO: [MLTrades] Executing the initialize lifecycle method
2024-03-30 13:58:37,389: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-30 13:58:37,390: asyncio: INFO: [MLTrades] Executing the before_market_opens lifecycle method
2024-03-30 13:58:37,391: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-30 13:58:37,391: asyncio: INFO: [MLTrades] Executing the before_starting_trading lifecycle method
2024-03-30 13:58:37,393: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,394: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,407: asyncio: INFO: [MLTrades] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-03-30 13:58:37,409: asyncio: INFO: [MLTrades] [34mTrading iteration ended at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,410: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,410: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,410: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,413: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-30 13:58:37,413: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-30 13:58:37,413: asyncio: INFO: [MLTrades] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-03-30 13:58:37,418: asyncio: INFO: [MLTrades] [34mSleeping for 86400 seconds[0m
2024-03-30 13:58:37,419: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-30 13:58:37,419: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-30 13:58:37,420: asyncio: INFO: [MLTrades] [34mThe market is not currently open, skipping this trading iteration[0m
2024-03-30 13:58:37,420: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,420: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,421: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,423: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,423: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,424: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,426: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,426: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,426: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,427: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,427: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,427: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,430: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-30 13:58:37,430: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,430: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,431: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,432: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,432: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,432: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,433: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-30 13:58:37,435: asyncio: INFO: [MLTrades] Executing the after_market_closes lifecycle method
2024-03-30 13:58:37,435: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,435: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,436: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,437: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,437: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,438: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,440: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-30 13:58:37,441: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,442: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,443: asyncio: INFO: [MLTrades] Executing the before_market_opens lifecycle method
2024-03-30 13:58:37,444: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,445: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,446: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,446: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,448: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-03-30 13:58:37,448: asyncio: INFO: [MLTrades] Executing the before_starting_trading lifecycle method
2024-03-30 13:58:37,452: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,452: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,453: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,453: asyncio: INFO: [MLTrades] [34mTrading iteration ended at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,453: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,453: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,455: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,456: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,458: asyncio: INFO: [MLTrades] [34mSleeping for 86400 seconds[0m
2024-03-30 13:58:37,459: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-03-30 13:58:37,459: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-03-30 13:58:37,461: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,461: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,462: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,462: asyncio: INFO: [MLTrades] [34mTrading iteration ended at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,462: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,462: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,464: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,464: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,467: asyncio: INFO: [MLTrades] [34mSleeping for 86400 seconds[0m
2024-03-30 13:58:37,469: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-03-30 13:58:37,469: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-03-30 13:58:37,472: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,472: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,473: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,473: asyncio: INFO: [MLTrades] [34mTrading iteration ended at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,474: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,474: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,475: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,475: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,475: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,476: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,478: asyncio: INFO: [MLTrades] [34mSleeping for 86400 seconds[0m
2024-03-30 13:58:37,479: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-03-30 13:58:37,480: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-03-30 13:58:37,481: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,482: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,483: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,483: asyncio: INFO: [MLTrades] [34mTrading iteration ended at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,483: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,483: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,484: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,485: asyncio: INFO: [MLTrades] Getting historical prices for SPY, 1 bars, 
2024-03-30 13:58:37,485: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,486: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,487: asyncio: INFO: [MLTrades] [34mSleeping for 86400 seconds[0m
2024-03-30 13:58:37,488: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-03-30 13:58:37,488: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-03-30 13:58:37,490: asyncio: INFO: [MLTrades] [34mExecuting the on_trading_iteration lifecycle method at 2024-03-30 13:58:37[0m
2024-03-30 13:58:37,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-30 13:58:37,492: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
